runSeed,testYear,wDE,wCOBYLA
865305066,2022,"[0.255415702489386, 0.45104728599197363, 0.24383395930448568, 0.049703052214154664]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
865305066,2023,"[0.3418164445717204, 0.5412176444160781, 0.07840877300263016, 0.03855713800957124]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
404488628,2007,"[0.43270121226590424, 0.2309166423840448, 0.32985733109271437, 0.006524814257336468]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
404488628,2008,"[0.61340903829234, 0.29864971189093076, 0.08745700222105307, 0.0004842475956762113]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
404488628,2009,"[0.508421882669017, 0.26565479549771953, 0.18653488085407358, 0.039388440979189976]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
404488628,2010,"[0.5443362128053503, 0.06982899657377932, 0.3280591013389375, 0.057775689281932864]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
404488628,2011,"[0.5680702656063115, 0.24313390389427988, 0.18872352632269201, 7.230417671651083e-05]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
404488628,2012,"[0.5706715269094434, 0.24040768905536708, 0.18891890118785795, 1.8828473315438526e-06]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
404488628,2013,"[0.5321555275569295, 0.3016513192660059, 0.12173906434283188, 0.044454088834232734]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
404488628,2014,"[0.5047893893142278, 0.38384998331323317, 0.11127429291043538, 8.633446210371151e-05]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
404488628,2015,"[0.30832101989607386, 0.23888115068152133, 0.3379473613297112, 0.11485046809269364]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
404488628,2016,"[0.41821392514756683, 0.25809642354718737, 0.25679255655859146, 0.06689709474665442]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
404488628,2017,"[0.32685515913908325, 0.37477577162262776, 0.26962307818709763, 0.02874599105119138]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
404488628,2018,"[0.3240204885905342, 0.3841336150720959, 0.2606843497421888, 0.031161546595181097]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
404488628,2019,"[0.30489553029331, 0.41503041346073866, 0.2579093835186353, 0.022164672727316197]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
404488628,2020,"[0.3358858238024251, 0.3603535298213575, 0.2715201944527762, 0.0322404519234412]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
404488628,2021,"[0.3357426601924687, 0.36052025248540703, 0.2716736928666254, 0.032063394455498974]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
404488628,2022,"[0.2563808925712251, 0.4598767512926805, 0.23799348820009106, 0.04574886793600351]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
404488628,2023,"[0.341740763532752, 0.5408785263849775, 0.07868487466588059, 0.03869583541638988]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
2261209995,2007,"[0.4035597096216823, 0.2960863772040416, 0.2696419171292356, 0.030711996045040626]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
2261209995,2008,"[0.6137147220290622, 0.298117293901896, 0.08755215826992946, 0.0006158257991123023]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
2261209995,2009,"[0.5066514350002196, 0.2705099961355935, 0.18950076401615545, 0.0333378048480314]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
2261209995,2010,"[0.5760828199260221, 0.031571517987021507, 0.3042661056433302, 0.08807955644362626]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
2261209995,2011,"[0.5708412213402915, 0.2388789247403231, 0.1902794400041765, 4.1391520888592793e-07]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
2261209995,2012,"[0.5695965096189152, 0.24198712192687108, 0.1884138380511324, 2.530403081262256e-06]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
2261209995,2013,"[0.5289440479648098, 0.30756619366312754, 0.1463481391697556, 0.01714161920230708]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
2261209995,2014,"[0.5196849353360176, 0.41846336601729434, 0.06034647213678868, 0.0015052265098995004]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
2261209995,2015,"[0.3099774032960119, 0.247032370601756, 0.3204456620989158, 0.12254456400331637]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
2261209995,2016,"[0.425887763389755, 0.25472133587466034, 0.24386032835724675, 0.07553057237833803]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
2261209995,2017,"[0.3159499510329831, 0.36470395635179287, 0.28312664009811706, 0.036219452517107]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
2261209995,2018,"[0.3257152199794049, 0.3742064512740876, 0.2691978626465733, 0.030880466099934396]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
2261209995,2019,"[0.3279985798426912, 0.37661158747513895, 0.27116266356044877, 0.024227169121721185]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
2261209995,2020,"[0.30093004445328253, 0.4172033006044315, 0.26244208620930726, 0.01942456873297881]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
2261209995,2021,"[0.3343433377465417, 0.3604011191378318, 0.27151751797104073, 0.03373802514458588]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
2261209995,2022,"[0.25666139452598097, 0.45124303531929233, 0.24379967331187613, 0.048295896842850676]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
2261209995,2023,"[0.3391460212897008, 0.5437649401867289, 0.07901535754992692, 0.03807368097364331]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
4190266092,2007,"[0.4177865387839465, 0.2348526386114038, 0.3376168547567775, 0.009743967847872263]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
4190266092,2008,"[0.6137960872866717, 0.29850260091402914, 0.08716479170990643, 0.0005365200893927559]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
4190266092,2009,"[0.50208992198124, 0.269606975289863, 0.19800604505373962, 0.03029705767515745]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
4190266092,2010,"[0.5769453194530575, 0.0276415899385383, 0.30229154134153513, 0.09312154926686916]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
4190266092,2011,"[0.5720270697396423, 0.2388314307203763, 0.18914143740214107, 6.213784030488732e-08]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
4190266092,2012,"[0.5685698049518507, 0.24211953615118195, 0.1893104551714677, 2.0372549966830552e-07]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
4190266092,2013,"[0.5319788485602018, 0.30401260080655823, 0.14153948795442603, 0.022469062678813843]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
4190266092,2014,"[0.5151953719389538, 0.3753424829652961, 0.10945258606367732, 9.559032072709332e-06]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
4190266092,2015,"[0.31957039352100625, 0.23886139093687916, 0.32625849950192326, 0.1153097160401914]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
4190266092,2016,"[0.41748021663106355, 0.2524599013351101, 0.26449463214523916, 0.06556524988858711]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
4190266092,2017,"[0.32433975936137416, 0.3782737487268097, 0.2642360789684561, 0.03315041294336007]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
4190266092,2018,"[0.3246334744399339, 0.3710162211808654, 0.2705240824319998, 0.03382622194720091]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
4190266092,2019,"[0.3060662266826329, 0.4108252065910679, 0.2592842315453561, 0.0238243351809431]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
4190266092,2020,"[0.32852585923590877, 0.36497206414848965, 0.27054551877199584, 0.03595655784360577]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
4190266092,2021,"[0.33482614072951355, 0.3605704226581043, 0.27079139874776204, 0.033812037864620066]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
4190266092,2022,"[0.29272258646449373, 0.4624776166393598, 0.22110381037272403, 0.023695986523422526]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
4190266092,2023,"[0.34040771682922105, 0.5428273000723652, 0.07916231381701581, 0.03760266928139791]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
3160032368,2007,"[0.43566230575734555, 0.22222187233236812, 0.3421142517935389, 1.5701167474931594e-06]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
3160032368,2008,"[0.612707406406466, 0.2997985913204717, 0.08745832664691325, 3.567562614914954e-05]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
3160032368,2009,"[0.5005017697908417, 0.2731000099867731, 0.19612792091600015, 0.030270299306385067]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
3160032368,2010,"[0.5654071748804234, 0.05147077785441555, 0.3042133453409717, 0.07890870192418943]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
3160032368,2011,"[0.5676573542799114, 0.24328079823611948, 0.18906138568625266, 4.617977165490071e-07]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
3160032368,2012,"[0.5705189831616191, 0.24039820517687513, 0.18908275292097051, 5.874053521150296e-08]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
3160032368,2013,"[0.5261330298352943, 0.3193743089473889, 0.11797646732398658, 0.03651619389333015]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
3160032368,2014,"[0.5094136049005424, 0.3819900572322129, 0.10859368313290904, 2.6547343356038353e-06]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
3160032368,2015,"[0.32054541959627986, 0.2360072057985688, 0.3258851652774355, 0.11756220932771569]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
3160032368,2016,"[0.4172941239560149, 0.25434482847412276, 0.2617816686149483, 0.06657937895491398]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
3160032368,2017,"[0.31338873303160103, 0.36343277825546194, 0.28629020160790297, 0.03688828710503407]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
3160032368,2018,"[0.3266178799616512, 0.3733532628507596, 0.26957345663973004, 0.030455400547859224]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
3160032368,2019,"[0.3353861388781002, 0.36331465665525037, 0.26930254318399327, 0.03199666128265606]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
3160032368,2020,"[0.29761696957381817, 0.4208620217795684, 0.26334788564628, 0.018173123000333396]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
3160032368,2021,"[0.33481958972516707, 0.36032127430390715, 0.2708283614415711, 0.0340307745293546]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
3160032368,2022,"[0.29302858054795666, 0.4690874619438887, 0.21407576950331808, 0.023808188004836556]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
3160032368,2023,"[0.33771439564529115, 0.5414836395687795, 0.08018276434193264, 0.0406192004439966]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
3269070126,2007,"[0.4271860254779535, 0.21824166616028767, 0.30533152479611136, 0.04924078356564751]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
3269070126,2008,"[0.6133186996945502, 0.29917454958902717, 0.08738759509941187, 0.00011915561701078042]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
3269070126,2009,"[0.5059305996597513, 0.26128277641674735, 0.19208893621882686, 0.04069768770467455]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
3269070126,2010,"[0.5782338247711765, 0.0775314576838338, 0.2752607599596001, 0.06897395758538968]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
3269070126,2011,"[0.5704342839491208, 0.24375717957677276, 0.18580772894618788, 8.075279185580134e-07]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
3269070126,2012,"[0.5678563366168683, 0.24297095572321922, 0.1891726908569684, 1.6802944091377438e-08]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
3269070126,2013,"[0.5358301761873341, 0.31610773094413813, 0.11283604111509084, 0.03522605175343696]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
3269070126,2014,"[0.5130030116001869, 0.3794617831369079, 0.10629828153706135, 0.0012369237258437755]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
3269070126,2015,"[0.3052233608905189, 0.25768410442953626, 0.30829965876722504, 0.12879287591271985]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
3269070126,2016,"[0.4276430380791773, 0.2499317774245465, 0.24687674794630582, 0.07554843654997033]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
3269070126,2017,"[0.3278208266180521, 0.3797131384972037, 0.2649756871161796, 0.02749034776856452]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
3269070126,2018,"[0.3250305775356397, 0.3777837996047361, 0.2671719829956588, 0.030013639863965477]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
3269070126,2019,"[0.2753216847223066, 0.4096490359254048, 0.2896322827957454, 0.025396996556543178]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
3269070126,2020,"[0.329125334695755, 0.36855508695088673, 0.26564823583407193, 0.03667134251928648]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
3269070126,2021,"[0.336067183639282, 0.3582917641542025, 0.27167662534546366, 0.0339644268610518]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
3269070126,2022,"[0.2580254837281651, 0.46527894803215897, 0.23364229379095983, 0.043053274448716074]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
3269070126,2023,"[0.33721990502408455, 0.5421699695897104, 0.07951009991458155, 0.041100025471623426]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
3081541439,2007,"[0.4246984066211921, 0.2230965168397301, 0.30807294258312007, 0.044132133955957865]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
3081541439,2008,"[0.6139735210038015, 0.29767858127597646, 0.08759499257722403, 0.000752905142998026]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
3081541439,2009,"[0.5195785547286904, 0.2882481362219394, 0.16093289784162185, 0.031240411207748457]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
3081541439,2010,"[0.523518634420476, 0.14881616462648808, 0.3268092775193384, 0.0008559234336976513]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
3081541439,2011,"[0.5709217055569323, 0.24440074774416007, 0.18466746566627665, 1.0081032630887047e-05]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
3081541439,2012,"[0.5683651358332843, 0.24221583415978018, 0.18939201932932068, 2.7010677614801696e-05]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
3081541439,2013,"[0.5290020242851978, 0.3073519007802249, 0.14280301377241006, 0.020843061162167165]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
3081541439,2014,"[0.5177879606246371, 0.37542443328081215, 0.10678759034031819, 1.57542325156372e-08]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
3081541439,2015,"[0.3182787574623175, 0.241033195095389, 0.3207216565671055, 0.11996639087518808]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
3081541439,2016,"[0.42706133975007954, 0.25014466581172395, 0.24775662476566648, 0.07503736967253011]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
3081541439,2017,"[0.3158316278863446, 0.36095362490934624, 0.2860905210260222, 0.03712422617828684]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
3081541439,2018,"[0.32466979619029307, 0.37483624328971044, 0.2672504370458995, 0.03324352347409696]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
3081541439,2019,"[0.3037213204708193, 0.41047620007143315, 0.26152714727477666, 0.0242753321829709]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
3081541439,2020,"[0.3054922474297866, 0.4104284028850124, 0.2607845675939731, 0.023294782091227907]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
3081541439,2021,"[0.33351480893074575, 0.3620137037699472, 0.2715805611226332, 0.03289092617667391]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
3081541439,2022,"[0.2544743752690676, 0.45493138580300674, 0.241605218456506, 0.04898902047141988]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
3081541439,2023,"[0.34082441534651187, 0.5431034542243812, 0.07825509368409747, 0.03781703674500944]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
3376120482,2007,"[0.43667410317591104, 0.221700581171836, 0.34092683207151886, 0.0006984835807339624]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
3376120482,2008,"[0.5090768036006865, 0.26327343762173255, 0.1882923404497989, 0.039357418327782064]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
3376120482,2009,"[0.5039866477003436, 0.26935779278993116, 0.19596800375539034, 0.03068755575433486]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
3376120482,2010,"[0.5763440482600931, 0.0373729119484513, 0.3012015066377012, 0.08508153315375443]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
3376120482,2011,"[0.5348939032765118, 0.14812400461876452, 0.31698208577887604, 6.325847684602079e-09]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
3376120482,2012,"[0.5705513341714782, 0.24024358355218173, 0.18920507485333776, 7.423002347163884e-09]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
3376120482,2013,"[0.525405455537493, 0.30920500522196487, 0.14784743819638976, 0.01754210104415244]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
3376120482,2014,"[0.5069447429357996, 0.38229026234345365, 0.11072081444381947, 4.418027692731086e-05]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
3376120482,2015,"[0.320583756608133, 0.23174103312878638, 0.3329114562405917, 0.11476375402248896]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
3376120482,2016,"[0.42217090325849155, 0.24720174378771936, 0.26196969220858807, 0.06865766074520094]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
3376120482,2017,"[0.3174374263021554, 0.3672191002402859, 0.28038420787467133, 0.03495926558288726]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
3376120482,2018,"[0.3253859445436661, 0.3796260734854958, 0.26384114941088377, 0.03114683255995408]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
3376120482,2019,"[0.3053095562981048, 0.414213926373218, 0.25666023891179784, 0.02381627841687925]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
3376120482,2020,"[0.3078981256526187, 0.4129504033867575, 0.25571538480141415, 0.02343608615920972]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
3376120482,2021,"[0.3358796138566614, 0.358237957062052, 0.27172698402558076, 0.03415544505570579]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
3376120482,2022,"[0.2928408256766468, 0.46791368602278594, 0.21690329601511815, 0.02234219228544894]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
3376120482,2023,"[0.34207883518263194, 0.5420664903162814, 0.0776201570927453, 0.038234517408341336]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
2204291346,2007,"[0.4281974773349737, 0.23107304945442267, 0.32670226031140376, 0.01402721289919999]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
2204291346,2008,"[0.6132286462546322, 0.2988866955713111, 0.08740567326501791, 0.0004789849090386405]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
2204291346,2009,"[0.5068975587811946, 0.27398817703114553, 0.1869192753775684, 0.032194988810091585]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
2204291346,2010,"[0.5749175477799577, 0.027269806129978324, 0.30736851786824937, 0.09044412822181463]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
2204291346,2011,"[0.5686954079994668, 0.24251108430286564, 0.18879335016013432, 1.575375331147358e-07]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
2204291346,2012,"[0.5716663925527944, 0.2403587207741136, 0.18766888430019316, 0.00030600237289891123]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
2204291346,2013,"[0.5306895034516159, 0.30212024937918636, 0.12400285098482676, 0.043187396184371014]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
2204291346,2014,"[0.5090519445778638, 0.38096385950308576, 0.10998417067955044, 2.523949985088124e-08]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
2204291346,2015,"[0.3121217799207789, 0.2490930198420258, 0.3148982480526464, 0.12388695218454898]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
2204291346,2016,"[0.4158263650563361, 0.25848830832663194, 0.2586513275239051, 0.06703399909312703]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
2204291346,2017,"[0.3203072373079588, 0.3707271937186377, 0.2739269098539862, 0.035038659119417344]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
2204291346,2018,"[0.32836570978815194, 0.36764483240696033, 0.2679588740309321, 0.036030583773955654]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
2204291346,2019,"[0.30607401469697226, 0.4152893618020582, 0.25595329727915384, 0.02268332622181565]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
2204291346,2020,"[0.3062694700371338, 0.4076528751214667, 0.2619699777690527, 0.02410767707234673]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
2204291346,2021,"[0.3349148732579922, 0.35843202653270817, 0.271579597551265, 0.035073502658034654]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
2204291346,2022,"[0.25985562958730196, 0.4756023544829874, 0.22610989310625765, 0.03843212282345294]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
2204291346,2023,"[0.33862858686770536, 0.545016045574567, 0.07868820520527241, 0.03766716235245545]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
550243861,2007,"[0.44085034643896154, 0.21995824539862618, 0.3355008515576912, 0.0036905566047210014]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
550243861,2008,"[0.6135743440713849, 0.2985378510025139, 0.08730539231329304, 0.000582412612808043]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
550243861,2009,"[0.5112808266741804, 0.2807481910208881, 0.17667736537144443, 0.03129361693348711]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
550243861,2010,"[0.5745477367943217, 0.03600283441195534, 0.32247670742521883, 0.06697272136850406]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
550243861,2011,"[0.571319233849167, 0.23964117828481238, 0.18903632783652968, 3.2600294907119076e-06]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
550243861,2012,"[0.5684439884140693, 0.24327009330852914, 0.18828502085169033, 8.974257113173612e-07]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
550243861,2013,"[0.5287615736460507, 0.3044725997819709, 0.15385110386535122, 0.012914722706627356]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
550243861,2014,"[0.5094707287679702, 0.3831770601254305, 0.1062541183084069, 0.0010980927981923817]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
550243861,2015,"[0.31955296221640267, 0.23624245077103273, 0.32808454484034594, 0.11612004217221861]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
550243861,2016,"[0.428078809270737, 0.24773114705204793, 0.24799524203944578, 0.07619480163776951]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
550243861,2017,"[0.32393037200780284, 0.3807386240872753, 0.26222649429637307, 0.03310450960854881]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
550243861,2018,"[0.3246201347122551, 0.37880655199929103, 0.26420086699364526, 0.03237244629480863]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
550243861,2019,"[0.30336777023269423, 0.4128963456597486, 0.26259554315748657, 0.021140340950070533]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
550243861,2020,"[0.289154092303096, 0.39763162644783495, 0.28395745975171366, 0.029256821497355468]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
