runSeed,testYear,wDE,wCOBYLA
550243861,2021,"[0.29624400720300337, 0.3801049634668948, 0.2606620174757076, 0.06298901185439422]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
550243861,2022,"[0.2957710562913266, 0.463115227876377, 0.218909222806726, 0.02220449302557054]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
550243861,2023,"[0.35713181236133085, 0.5178447210143949, 0.09212576711850444, 0.03289769950576973]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
3606691181,2007,"[0.43679771102749954, 0.22084447892611314, 0.34179411367703016, 0.0005636963693571792]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
3606691181,2008,"[0.6128503225390628, 0.29958915596052743, 0.08740026124340922, 0.00016026025700045137]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
3606691181,2009,"[0.48369760105092535, 0.3168925299686973, 0.19392456918315698, 0.005485299797220216]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
3606691181,2010,"[0.5759579570438813, 0.03016636982887209, 0.3044724230279059, 0.08940325009934079]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
3606691181,2011,"[0.5693030371794217, 0.24339225442098208, 0.18727968142749263, 2.5026972103578983e-05]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
3606691181,2012,"[0.5687274828642724, 0.24238907380859376, 0.18888130214545773, 2.1411816761111574e-06]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
3606691181,2013,"[0.5279089119599581, 0.3089089300484265, 0.14566547622721598, 0.01751668176439927]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
3606691181,2014,"[0.4557729796600513, 0.47556081058124083, 0.06814074273896098, 0.0005254670197469845]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
3606691181,2015,"[0.31137212309781503, 0.25123665209762897, 0.31177290021740683, 0.12561832458714914]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
3606691181,2016,"[0.4252111456561437, 0.25577494133442263, 0.24429168584121558, 0.07472222716821805]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
3606691181,2017,"[0.32787736393353695, 0.37681250571171954, 0.26575544734855827, 0.029554683006185363]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
3606691181,2018,"[0.33065579919838356, 0.36305785073588026, 0.2712197724688173, 0.03506657759691883]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
3606691181,2019,"[0.3038317680000539, 0.3920561682048605, 0.28641300365187083, 0.017699060143214856]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
3606691181,2020,"[0.297636177053682, 0.42556005814426007, 0.26020731179855955, 0.016596453003498327]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
3606691181,2021,"[0.3353365342597741, 0.35863415086908024, 0.272162204869251, 0.033867110001894726]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
3606691181,2022,"[0.2921218866305492, 0.46817727091699524, 0.21604797139577553, 0.02365287105667998]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
3606691181,2023,"[0.35475643187113803, 0.5196165699643267, 0.09096232268427912, 0.034664675480256237]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
1934392872,2007,"[0.41374946438588844, 0.2231006766822237, 0.3170166763377531, 0.0461331825941349]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
1934392872,2008,"[0.6133512267231062, 0.29885717807742374, 0.08735309931311189, 0.00043849588635836817]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
1934392872,2009,"[0.509013260120018, 0.2710766720885622, 0.18727377248561075, 0.03263629530580901]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
1934392872,2010,"[0.581943782489796, 0.07146588197435913, 0.27622578809877874, 0.07036454743706609]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
1934392872,2011,"[0.5679693037804414, 0.24341537219907358, 0.18861530315875227, 2.0861732786863944e-08]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
1934392872,2012,"[0.5682888243642427, 0.2430064577825883, 0.188630341803814, 7.437604935502906e-05]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
1934392872,2013,"[0.5288361855369651, 0.30702642530350166, 0.14713588420602414, 0.017001504953508995]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
1934392872,2014,"[0.5125606990917604, 0.3789262313808445, 0.10849678767846732, 1.628184892780738e-05]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
1934392872,2015,"[0.31263129938505707, 0.2515043985167931, 0.3130647625724351, 0.1227995395257148]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
1934392872,2016,"[0.42949455074990767, 0.2648034077605696, 0.24901751812970088, 0.05668452335982192]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
1934392872,2017,"[0.3245555719762825, 0.37810864880648914, 0.2656448899898914, 0.03169088922733698]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
1934392872,2018,"[0.3063632841247435, 0.3956455057267411, 0.27723841406657407, 0.020752796081941298]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
1934392872,2019,"[0.3010379529243418, 0.41511437583182464, 0.26330651665551114, 0.020541154588322494]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
1934392872,2020,"[0.275256724996715, 0.4109748701814266, 0.2829943708988924, 0.030774033922966057]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
1934392872,2021,"[0.33657492889010976, 0.3586071408409677, 0.27234723209619155, 0.03247069817273104]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
1934392872,2022,"[0.25640549737600077, 0.4538801681663435, 0.24208888234961012, 0.04762545210804559]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
1934392872,2023,"[0.3391502893390231, 0.5412780516571107, 0.07907221322670077, 0.04049944577716561]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
2148995112,2007,"[0.4412927452273561, 0.21961845792189028, 0.33460120320857184, 0.004487593642181942]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
2148995112,2008,"[0.6160466715735575, 0.29486538443364474, 0.08622762971061511, 0.0028603142821826176]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
2148995112,2009,"[0.49967491787248297, 0.2723967900502063, 0.19870100875587204, 0.029227283321438726]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
2148995112,2010,"[0.5718939364421388, 0.045910506411227785, 0.3011779943624581, 0.08101756278417527]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
2148995112,2011,"[0.5696938743718166, 0.2405689142595882, 0.1897367745684589, 4.368001362177821e-07]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
2148995112,2012,"[0.5680327660138733, 0.24428163487513876, 0.18665857100224933, 0.0010270281087385988]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
2148995112,2013,"[0.5233306625823869, 0.32316662694151016, 0.12094316479994213, 0.032559545676160796]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
2148995112,2014,"[0.5067624399271596, 0.3780044919206883, 0.11486761254807924, 0.0003654556040727672]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
2148995112,2015,"[0.3129231696733666, 0.23769151095350605, 0.33114912042095945, 0.11823619895216786]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
2148995112,2016,"[0.41917015279744774, 0.24665056802689836, 0.27140912444757725, 0.06277015472807664]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
2148995112,2017,"[0.274171707959186, 0.40783118488867026, 0.31220428616204143, 0.005792820990102411]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
2148995112,2018,"[0.3282096386467881, 0.3700624677975869, 0.2669503130980903, 0.0347775804575347]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
2148995112,2019,"[0.27766822611230135, 0.38249822228674496, 0.3300403384816448, 0.009793213119308931]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
2148995112,2020,"[0.3354991206612654, 0.35871023950537656, 0.2723733792307771, 0.03341726060258097]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
2148995112,2021,"[0.33702525905015274, 0.3571732959755587, 0.2724722376026041, 0.03332920737168449]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
2148995112,2022,"[0.2951115374362751, 0.46232882767018874, 0.2178921359619741, 0.02466749893156197]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
2148995112,2023,"[0.35793162752537155, 0.5152271104889713, 0.09289209406209689, 0.03394916792356017]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
1592565386,2007,"[0.42331215706193, 0.23303018539858847, 0.33062474851764806, 0.013032909021833537]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
1592565386,2008,"[0.6154687957925932, 0.29506163489829146, 0.0878809621369201, 0.0015886071721952946]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
1592565386,2009,"[0.5049635159032768, 0.2697666491470728, 0.19697609681777506, 0.028293738131875315]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
1592565386,2010,"[0.5492943370371371, 0.06596091235766365, 0.3230725291912993, 0.061672221413899886]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
1592565386,2011,"[0.5706231426929809, 0.24194098375618947, 0.18743354778333188, 2.325767497690358e-06]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
1592565386,2012,"[0.5702977508928473, 0.24441046624801122, 0.1852903558585097, 1.4270006318467125e-06]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
1592565386,2013,"[0.5235213161041935, 0.32191287198228014, 0.12070244876571233, 0.03386336314781417]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
1592565386,2014,"[0.4717164663233607, 0.44502643961507987, 0.06512454513595749, 0.018132548925601902]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
1592565386,2015,"[0.32238351640298574, 0.22617357783495312, 0.34042589365412057, 0.11101701210794065]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
1592565386,2016,"[0.41748252614642767, 0.25524966857644105, 0.2613248322914462, 0.06594297298568505]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
1592565386,2017,"[0.31751609591126106, 0.36287553860097715, 0.2820273628830341, 0.03758100260472768]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
1592565386,2018,"[0.3248652634840172, 0.3812594876837204, 0.26247709243001555, 0.03139815640224689]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
1592565386,2019,"[0.3058551512582028, 0.41390101799938134, 0.2575567058313676, 0.022687124911048226]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
1592565386,2020,"[0.3055622894088086, 0.4123924534476619, 0.25913175209117273, 0.022913505052356876]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
1592565386,2021,"[0.3349348437146722, 0.3583590245200168, 0.2719888013339391, 0.0347173304313718]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
1592565386,2022,"[0.29173457862729285, 0.46923917519611774, 0.21562114446781722, 0.023405101708772014]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
1592565386,2023,"[0.33826499260790277, 0.5444545663136156, 0.07932419270155165, 0.037956248376930075]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
784044718,2007,"[0.4348098558790189, 0.22177176422219355, 0.3413913335771923, 0.0020270463215951223]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
784044718,2008,"[0.6145779334355947, 0.29697272788784057, 0.08738424931711479, 0.0010650893594498097]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
784044718,2009,"[0.49768400525458284, 0.27254091946682923, 0.20006778660568594, 0.029707288672902073]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
784044718,2010,"[0.5719280034542247, 0.039891010544477246, 0.3067970733984543, 0.08138391260284372]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
784044718,2011,"[0.568838086785248, 0.2436554393340261, 0.18750638192045813, 9.196026784182817e-08]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
784044718,2012,"[0.5712482644634522, 0.24038885061414555, 0.18831883519773968, 4.404972466258959e-05]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
784044718,2013,"[0.5267456626579551, 0.30330461137296294, 0.16199525549163682, 0.007954470477445182]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
784044718,2014,"[0.5100589687901731, 0.38278868718103415, 0.10534322392553479, 0.0018091201032578305]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
784044718,2015,"[0.32068550098955845, 0.24117238523445153, 0.3224267942809046, 0.11571531949508544]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
784044718,2016,"[0.4187456553784971, 0.26366480701694045, 0.2419319640696638, 0.07565757353489876]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
784044718,2017,"[0.3283415893810684, 0.38116513707759075, 0.2618096777495493, 0.02868359579179144]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
784044718,2018,"[0.32866816640418867, 0.36417354472866503, 0.2695918864672044, 0.037566402399941884]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
784044718,2019,"[0.3049774064327719, 0.4113436515637685, 0.26118747041598067, 0.022491471587478978]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
784044718,2020,"[0.3004915357878003, 0.4171044890279435, 0.26302145842913793, 0.01938251675511822]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
784044718,2021,"[0.3378885415411045, 0.3566677962604621, 0.27248259529091357, 0.03296106690751979]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
784044718,2022,"[0.25676575634768284, 0.45135272805072196, 0.2437420894923644, 0.04813942610923082]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
784044718,2023,"[0.34058195814581577, 0.5441016252505079, 0.07735040077932431, 0.03796601582435203]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
3980425317,2007,"[0.4243268174167251, 0.2263493959149083, 0.30118380573283393, 0.04813998093553261]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
3980425317,2008,"[0.6142968272439066, 0.2973013442019644, 0.0874394025345375, 0.0009624260195914845]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
3980425317,2009,"[0.5005169100588388, 0.2739856966520709, 0.1957581682697864, 0.0297392250193039]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
3980425317,2010,"[0.5630494907156388, 0.019580333682416486, 0.342376274301109, 0.07499390130083583]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
3980425317,2011,"[0.5693453171924288, 0.2419362055759423, 0.18870918035774853, 9.296873880412163e-06]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
3980425317,2012,"[0.5702081793876603, 0.23976405050741148, 0.18999655339942123, 3.121670550699702e-05]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
3980425317,2013,"[0.4886349459609477, 0.20335720009595804, 0.08575173147358607, 0.2222561224695082]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
3980425317,2014,"[0.5080822037269016, 0.3847942568071282, 0.10707462014666735, 4.891931930283314e-05]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
3980425317,2015,"[0.3110721550158307, 0.2443041331891667, 0.32247164631043773, 0.12215206548456481]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
3980425317,2016,"[0.41705847860432693, 0.25821911959326244, 0.25547034588779716, 0.06925205591461342]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
3980425317,2017,"[0.3149109268241827, 0.3693665379276327, 0.2781406843975783, 0.037581850850606266]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
3980425317,2018,"[0.3275199861490066, 0.37535444872008905, 0.26923084347905524, 0.027894721651848958]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
3980425317,2019,"[0.27642143577612394, 0.404984549899573, 0.28947200493183134, 0.029122009392471834]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
3980425317,2020,"[0.28097137776975, 0.40111062934733044, 0.2904449727734977, 0.027473020109421906]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
3980425317,2021,"[0.3344714604623079, 0.3586452392769574, 0.27166577417753673, 0.03521752608319798]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
3980425317,2022,"[0.29437769051981, 0.4696031868740554, 0.21246776276114582, 0.023551359844988726]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
3980425317,2023,"[0.35678016380586636, 0.5166394708272162, 0.09179576084795261, 0.03478460451896475]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
3356806661,2007,"[0.46095645937336815, 0.07594133370078492, 0.3502086799643238, 0.11289352696152298]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
3356806661,2008,"[0.6136419202786892, 0.29830495312504596, 0.08732721368812207, 0.0007259129081427649]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
3356806661,2009,"[0.5006069467261953, 0.27082850540948156, 0.1976928775152434, 0.030871670349079686]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
3356806661,2010,"[0.573793638891672, 0.037903135232459736, 0.3206093030521798, 0.06769392282368858]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
3356806661,2011,"[0.5691414085162244, 0.241829169086861, 0.18869821897553046, 0.000331203421384233]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
3356806661,2012,"[0.5711722062032478, 0.24078578215057167, 0.18794356102076917, 9.84506254114933e-05]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
3356806661,2013,"[0.48060123042861136, 0.2105463726251316, 0.0837334834047183, 0.22511891354153876]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
3356806661,2014,"[0.5210036633429005, 0.41690017022678844, 0.060136094595235216, 0.0019600718350758785]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
3356806661,2015,"[0.3116152270245299, 0.24176374685719382, 0.32810934849903345, 0.11851167761924283]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
3356806661,2016,"[0.4347155720654894, 0.256903045183734, 0.23768383450191086, 0.07069754824886557]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
3356806661,2017,"[0.3139290242807571, 0.3626627673148442, 0.28514123248889284, 0.038266975915505895]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
3356806661,2018,"[0.324646765620365, 0.3710536505866442, 0.270522183133148, 0.03377740065984293]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
3356806661,2019,"[0.30644739110089975, 0.41195449341329105, 0.2576386361500152, 0.023959479335793923]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
3356806661,2020,"[0.2769523420327725, 0.4188663786810114, 0.2834297795174167, 0.020751499768799468]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
3356806661,2021,"[0.33244382664583644, 0.3678932096105455, 0.2742142494321605, 0.02544871431145746]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
3356806661,2022,"[0.25658356008478794, 0.45341668203760804, 0.24158613597129686, 0.04841362190630721]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
3356806661,2023,"[0.34056596811373235, 0.5428233010147024, 0.07848393634231764, 0.03812679452924759]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
2765379632,2007,"[0.43280383321797095, 0.22210031900693428, 0.34471835073724266, 0.0003774970378522611]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
2765379632,2008,"[0.613126279094745, 0.2990861405370885, 0.08750144781176591, 0.0002861325564006033]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
2765379632,2009,"[0.5077096037759333, 0.2762088377692996, 0.18392544198103108, 0.03215611647373597]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
2765379632,2010,"[0.5681006427095149, 0.02690957895089064, 0.33138023700752745, 0.07360954133206697]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
2765379632,2011,"[0.5699197513554681, 0.24228287903214074, 0.18778836753018324, 9.00208220788816e-06]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
2765379632,2012,"[0.5692055008657887, 0.24330926786704685, 0.18748519753538892, 3.373177552746242e-08]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
2765379632,2013,"[0.5288060221937775, 0.30801077448495184, 0.14685398654623996, 0.016329216775030724]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
2765379632,2014,"[0.506157660689618, 0.3833140808355942, 0.11042556662397127, 0.00010269185081639956]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
2765379632,2015,"[0.31936592600026203, 0.23938343324023878, 0.32571276238735053, 0.11553787837214849]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
2765379632,2016,"[0.42844696413488054, 0.16913021578971724, 0.36168837159396056, 0.04073444848144168]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
2765379632,2017,"[0.31686548258647673, 0.36925964381221693, 0.27764394937525144, 0.0362309242260549]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
2765379632,2018,"[0.3272428232877964, 0.37406852489873704, 0.26931433421898854, 0.029374317594478082]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
2765379632,2019,"[0.3048471685136247, 0.414440501753678, 0.2586946098162408, 0.022017719916456385]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
2765379632,2020,"[0.3279845157239981, 0.3670762774709786, 0.2678789728542099, 0.03706023395081333]","[0.12533852214936364, 0.47197251453328243, 0.26092229286590907, 0.14176667045144498]"
2765379632,2021,"[0.336410681095142, 0.35732786834807373, 0.27220260743272223, 0.034058843124062044]","[0.2303636280345388, 0.24937039497702718, 0.2753713396064928, 0.24489463738194114]"
2765379632,2022,"[0.2555170063492626, 0.452338809520275, 0.24312235357679923, 0.049021830553663326]","[0.1517517767342077, 0.5069719323442587, 0.2316556909710039, 0.10962059995052968]"
2765379632,2023,"[0.34032251436349625, 0.5429952766751203, 0.07918681059492749, 0.0374953983664559]","[0.2520947220247708, 0.24639220030229186, 0.23603623227652207, 0.2654768453964153]"
1728356533,2007,"[0.4283123213829745, 0.22580528407039863, 0.3027157553698606, 0.0431666391767663]","[0.5536048170755546, 0.1693500203454829, 0.22856195136462162, 0.04848321121434087]"
1728356533,2008,"[0.6142682918895218, 0.29753970311080413, 0.08695131680547177, 0.0012406881942022747]","[0.479627558674744, 0.2776216002842545, 0.12506804159111334, 0.11768279944988824]"
1728356533,2009,"[0.5222215387197751, 0.29412398527438594, 0.1525691970748641, 0.03108527893097501]","[0.337534238005335, 0.20113856888932638, 0.3387138228486511, 0.1226133702566875]"
1728356533,2010,"[0.5151025033874973, 0.14714482243148613, 0.3377116930683409, 4.098111267571309e-05]","[0.4847921198196635, 0.16085439257436135, 0.12647865778329312, 0.22787482982268178]"
1728356533,2011,"[0.5690682327764891, 0.24124786851261784, 0.1896797645579442, 4.134152949008011e-06]","[0.47571990240802886, 0.13367067310251646, 0.2105562614058432, 0.18005316308361158]"
1728356533,2012,"[0.5677651233725318, 0.24328538381638712, 0.1889416724252681, 7.820385812918017e-06]","[0.4113674861598244, 0.136543189302122, 0.23603195866223253, 0.21605736587582106]"
1728356533,2013,"[0.5204071757914132, 0.33339040489967897, 0.10864314559763621, 0.03755927371127162]","[0.4787774264771371, 0.1508026401737623, 0.1571997965835194, 0.2132201367655812]"
1728356533,2014,"[0.5064564634163603, 0.3843079851991614, 0.10923541197731418, 1.3940716406688123e-07]","[0.3166512656609271, 0.33832894850835055, 0.17965001729507643, 0.16536976853564586]"
1728356533,2015,"[0.3114172915208204, 0.24673412441951767, 0.31848152263748275, 0.12336706142217918]","[0.2857784891374371, 0.11784384804084606, 0.4426106454357614, 0.15376701738595533]"
1728356533,2016,"[0.4159275011725938, 0.2579170369888209, 0.2599181626003117, 0.06623729923827365]","[0.3120155186771125, 0.09127405770038692, 0.41894758665359627, 0.17776283696890413]"
1728356533,2017,"[0.31656394636406837, 0.3659946671473265, 0.2830230266408997, 0.03441835984770552]","[0.2360916123969067, 0.25513043573210015, 0.2739574057491213, 0.2348205461218718]"
1728356533,2018,"[0.32776331828006205, 0.38133726092318454, 0.2621495377272133, 0.02874988306954019]","[0.09829894768859501, 0.34415940810347023, 0.42372380227223544, 0.13381784193569937]"
1728356533,2019,"[0.30430406069665594, 0.4105449402696625, 0.2628896571179086, 0.02226134191577297]","[0.22147428909931835, 0.3634957032173436, 0.36150567357400676, 0.05352433410933132]"
